               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 141,            0.049656,            0.084359,                   0,             0.71353,             0.66893,             0.72372,             0.33971,             0.04937,            0.071274,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.050385,            0.084583,                   0,             0.73708,             0.66731,             0.72924,             0.34351,            0.049293,            0.070825,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.049423,            0.082363,                   0,             0.73805,             0.66418,             0.72367,             0.33875,            0.048934,             0.07096,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.049852,            0.082509,                   0,             0.74968,             0.65696,             0.73389,             0.34341,            0.048929,            0.071304,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.049463,            0.083013,                   0,             0.73282,             0.67606,             0.73175,             0.34952,             0.04857,            0.071055,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.050263,            0.084713,                   0,             0.73036,             0.64292,             0.70572,             0.33359,            0.049347,            0.071966,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.049599,            0.082749,                   0,             0.74375,             0.66427,             0.71515,             0.34154,            0.049376,            0.072104,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.049936,            0.082952,                   0,             0.73332,             0.67538,             0.71622,             0.34219,            0.048842,            0.072046,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.049333,            0.082844,                   0,             0.71516,             0.67523,             0.70812,              0.3372,            0.048867,            0.071708,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.049845,            0.081762,                   0,             0.72529,             0.66879,             0.72578,             0.33985,            0.049762,            0.071259,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.049277,            0.082623,                   0,             0.72833,             0.66791,             0.71562,             0.33907,            0.049052,            0.071934,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.049535,            0.082898,                   0,             0.73854,             0.66044,             0.72413,             0.34151,            0.048791,            0.070993,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.049182,            0.081306,                   0,             0.73739,             0.65883,              0.7185,             0.34676,            0.048782,            0.071747,                   0,            0.004984,            0.004984,            0.004984
                 154,             0.04936,            0.082915,                   0,             0.74881,             0.67233,              0.7316,             0.35291,            0.048327,            0.070894,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.049619,            0.080365,                   0,             0.72218,             0.66642,             0.71425,             0.34186,             0.04933,            0.071225,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.049042,            0.082241,                   0,             0.74186,             0.65967,             0.72504,             0.35374,            0.048392,             0.07112,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.048863,             0.08094,                   0,              0.7412,             0.65806,             0.72629,             0.34745,            0.048952,            0.071798,                   0,            0.004852,            0.004852,            0.004852
                 158,             0.04949,            0.082114,                   0,             0.73431,             0.67851,             0.73653,             0.35569,            0.049217,            0.071167,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.048925,            0.081879,                   0,             0.75787,             0.64041,             0.73111,             0.34783,            0.048666,            0.071847,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.049161,            0.083881,                   0,             0.73068,             0.67097,             0.73832,             0.35307,            0.048793,            0.071263,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.049415,            0.083402,                   0,             0.74025,             0.66078,             0.73198,             0.34657,            0.049407,              0.0714,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.049464,            0.081978,                   0,             0.73374,             0.67436,             0.70604,             0.33824,            0.049514,            0.071829,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.049984,            0.081999,                   0,             0.74687,             0.63599,             0.70812,             0.33784,            0.048909,            0.071998,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.048873,            0.081898,                   0,             0.72378,              0.6652,             0.71942,              0.3461,            0.048895,            0.071902,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.049655,             0.08489,                   0,             0.72295,             0.68137,             0.72246,             0.35422,            0.049303,            0.072389,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.048663,            0.080282,                   0,              0.7207,             0.65772,             0.72641,             0.34766,            0.048939,            0.071532,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.048993,            0.081466,                   0,             0.73794,             0.68079,              0.7373,             0.35614,            0.048551,            0.071145,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.048302,            0.080656,                   0,             0.73291,             0.67459,             0.73938,             0.35129,            0.049441,            0.070958,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.049306,            0.080525,                   0,             0.71558,              0.6798,             0.72262,              0.3426,             0.04914,            0.071837,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.048549,            0.082126,                   0,             0.73277,             0.64924,             0.69691,             0.34091,            0.049587,            0.073298,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.049646,            0.083478,                   0,             0.73148,              0.6586,             0.70365,             0.33605,            0.049529,            0.072796,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.048801,            0.081715,                   0,             0.72041,             0.66056,             0.69693,             0.33256,             0.04944,            0.072879,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.049101,            0.082014,                   0,             0.73527,              0.6715,             0.73727,             0.35396,            0.048791,            0.071147,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.049436,            0.081651,                   0,             0.74239,             0.67301,             0.74088,             0.35003,            0.049285,            0.071188,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.048414,            0.083153,                   0,             0.72923,             0.69225,              0.7404,             0.35451,            0.048402,            0.071014,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.048585,            0.080877,                   0,             0.73705,             0.68014,             0.72582,              0.3524,            0.049469,            0.071285,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.048794,            0.082667,                   0,              0.7448,             0.66825,             0.73474,             0.35696,            0.048504,            0.070846,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.049196,            0.084685,                   0,             0.74291,             0.67116,              0.7323,             0.35326,            0.048604,            0.071461,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.048628,            0.082549,                   0,             0.73158,             0.66587,              0.7181,             0.34093,            0.049093,            0.072082,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.049469,            0.081568,                   0,             0.71397,             0.67299,             0.72384,             0.34709,             0.04911,            0.071674,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.048861,            0.081656,                   0,             0.74345,             0.66078,             0.72485,              0.3479,            0.048784,            0.071455,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.049189,            0.082564,                   0,             0.71656,              0.6764,              0.7241,             0.34868,             0.04828,            0.071276,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.048919,            0.082963,                   0,             0.73484,              0.6813,             0.74164,             0.36025,            0.048914,            0.070844,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.048194,            0.080553,                   0,             0.73887,             0.66893,              0.7256,             0.34997,            0.049277,            0.072194,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.048677,            0.082551,                   0,             0.72708,             0.67233,             0.71021,             0.34627,            0.048866,            0.071749,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.048862,            0.081494,                   0,             0.74353,             0.66621,             0.72724,             0.35302,            0.049183,            0.071084,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.049065,            0.081736,                   0,             0.75465,              0.6652,             0.72484,             0.35286,            0.048633,            0.071173,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.049064,            0.083679,                   0,             0.74762,             0.66112,              0.7376,             0.35713,            0.048369,            0.070916,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.048714,            0.082063,                   0,             0.71434,             0.68387,             0.71968,             0.35151,            0.048606,            0.071635,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.047873,            0.082409,                   0,             0.73093,             0.66961,             0.72656,             0.35405,            0.048514,            0.071377,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.048537,            0.081062,                   0,             0.73464,              0.6747,             0.71704,             0.34545,            0.048481,            0.071622,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.048652,            0.082689,                   0,             0.73212,             0.67375,             0.72553,             0.35399,            0.048425,            0.071747,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.048664,            0.084755,                   0,             0.72412,             0.67912,             0.72667,             0.35803,             0.04883,            0.071579,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.047958,            0.081808,                   0,             0.74111,             0.66875,              0.7293,             0.35408,            0.048692,            0.071914,                   0,            0.003631,            0.003631,            0.003631
                 195,             0.04822,             0.08111,                   0,             0.72811,             0.68591,             0.72299,             0.35169,            0.048616,            0.072136,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.048516,            0.083986,                   0,             0.75041,             0.67378,             0.73264,             0.35531,            0.048658,            0.071736,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.047933,            0.083002,                   0,             0.73529,             0.66859,             0.72507,             0.35682,            0.048453,            0.072076,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.048175,            0.080848,                   0,             0.73195,             0.66418,             0.71248,             0.35059,            0.048368,            0.072763,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.047907,            0.080288,                   0,             0.74046,             0.66748,             0.72159,             0.35266,            0.048178,            0.072112,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.047983,            0.079458,                   0,             0.72947,             0.68014,             0.72796,             0.35103,            0.048674,            0.072162,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.048686,            0.081383,                   0,             0.72717,             0.66927,             0.72057,             0.35226,            0.048436,            0.072144,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.047592,            0.079409,                   0,              0.7347,             0.68285,             0.71344,             0.34865,            0.048556,            0.072157,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.047812,            0.079529,                   0,             0.74151,              0.6781,             0.72808,             0.35498,            0.048706,            0.071128,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.048754,            0.082149,                   0,             0.75705,             0.66587,              0.7302,             0.35599,            0.048919,             0.07116,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.048467,            0.081543,                   0,             0.74299,             0.66825,             0.72681,             0.35149,            0.048989,            0.072202,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.048433,            0.080989,                   0,             0.75303,             0.65976,             0.71916,             0.35206,            0.048221,            0.072213,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.047478,            0.080571,                   0,             0.75209,             0.66444,             0.72413,             0.35133,            0.048137,            0.071489,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.047376,             0.07955,                   0,             0.73072,             0.68003,             0.71799,             0.34754,            0.048631,            0.072172,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.047906,            0.080198,                   0,             0.73238,             0.67648,             0.72298,             0.35504,             0.04839,            0.071801,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.047754,             0.07889,                   0,             0.74084,             0.66553,             0.71259,             0.34917,            0.048646,             0.07234,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.048473,            0.082286,                   0,             0.73778,             0.67844,             0.71703,             0.35314,            0.048504,            0.071685,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.047577,            0.081458,                   0,             0.72289,             0.68115,             0.71458,             0.34592,            0.049016,            0.071893,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.047301,            0.076629,                   0,              0.7297,             0.67651,             0.70915,             0.34608,            0.048644,            0.072757,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.047369,            0.078612,                   0,             0.72527,              0.6965,             0.72979,             0.35566,            0.047925,            0.072024,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.047667,            0.080126,                   0,             0.72346,             0.69134,             0.71888,             0.34966,            0.048309,            0.072516,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.047593,            0.080707,                   0,             0.74876,             0.67194,             0.72345,             0.35571,            0.048045,            0.072677,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.047479,            0.080305,                   0,             0.73532,             0.66859,             0.72101,             0.35427,            0.047663,            0.072729,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.047547,            0.080044,                   0,             0.74384,             0.67029,             0.72065,             0.35364,            0.047919,            0.072586,                   0,            0.002839,            0.002839,            0.002839
                 219,             0.04737,            0.080133,                   0,             0.74233,             0.66825,             0.70579,             0.34702,             0.04826,            0.072974,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.047471,            0.078896,                   0,             0.74766,             0.66893,             0.71276,             0.35029,             0.04831,            0.072407,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.047303,            0.080681,                   0,             0.74254,             0.66418,             0.71529,              0.3526,            0.048357,            0.072892,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.047793,            0.081903,                   0,             0.72961,             0.67528,             0.71778,             0.35177,            0.048474,             0.07297,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.047557,            0.079351,                   0,             0.73524,             0.67063,             0.71233,              0.3483,            0.048739,            0.073204,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.047849,            0.081062,                   0,             0.72811,             0.67131,               0.717,             0.35214,            0.048744,            0.072798,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.047748,            0.081174,                   0,             0.74182,             0.67029,             0.72503,              0.3547,            0.048378,            0.072409,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.047258,            0.078717,                   0,              0.7343,             0.67661,             0.71166,              0.3479,            0.048659,            0.072942,                   0,            0.002575,            0.002575,            0.002575
                 227,             0.04761,            0.079072,                   0,             0.73771,             0.67878,              0.7173,             0.35051,            0.049001,            0.072377,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.047132,            0.079582,                   0,              0.7404,             0.68048,             0.72936,             0.35696,            0.048519,            0.072181,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.048037,            0.081682,                   0,             0.74105,             0.67924,             0.72821,             0.35409,            0.048116,            0.072252,                   0,            0.002476,            0.002476,            0.002476
                 230,             0.04775,            0.080599,                   0,             0.73266,             0.68896,             0.72624,              0.3535,            0.048338,            0.072003,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.047373,            0.080848,                   0,               0.739,             0.67912,             0.72077,              0.3568,            0.047891,            0.072256,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.047807,            0.080242,                   0,             0.74064,             0.67368,             0.71938,             0.35137,            0.048413,              0.0726,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.047179,            0.078758,                   0,             0.73938,             0.67097,             0.71511,             0.34861,            0.048951,            0.072948,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.047531,            0.081551,                   0,             0.73258,             0.66415,             0.70499,             0.34696,            0.048841,            0.073174,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.047115,            0.078004,                   0,             0.75263,             0.65085,             0.71762,             0.35195,            0.048477,            0.072873,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.047553,            0.081693,                   0,             0.75431,             0.65569,             0.71824,             0.35284,            0.048375,             0.07248,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.047056,            0.078596,                   0,             0.73276,             0.66961,             0.72111,             0.35512,            0.048318,            0.072357,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.047167,            0.080008,                   0,             0.74148,             0.67233,             0.72472,             0.35705,            0.048278,            0.072213,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.047579,            0.081257,                   0,             0.74788,              0.6658,             0.72736,             0.35848,            0.048576,            0.072214,                   0,            0.002146,            0.002146,            0.002146
                 240,             0.04736,            0.081913,                   0,             0.74774,             0.66961,             0.72837,             0.35757,            0.048768,              0.0723,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.046036,            0.076481,                   0,             0.74391,             0.67097,             0.71648,             0.35421,            0.048932,            0.072465,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.047252,            0.079658,                   0,              0.7305,             0.67833,             0.71922,             0.35559,            0.048502,            0.072656,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.047469,            0.079109,                   0,             0.73629,             0.67334,             0.72949,             0.35757,             0.04853,             0.07196,                   0,            0.002014,            0.002014,            0.002014
                 244,             0.04716,            0.079308,                   0,             0.73884,             0.67606,             0.71961,             0.35341,            0.048593,            0.072469,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.046908,            0.079918,                   0,             0.73784,             0.68138,             0.71966,             0.35249,            0.048732,            0.072596,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.047392,            0.081646,                   0,             0.72741,             0.67779,             0.71453,              0.3503,            0.049131,            0.073094,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.046841,            0.077974,                   0,              0.7307,             0.68088,             0.71608,             0.34956,            0.048715,            0.072995,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.047244,            0.080974,                   0,             0.72296,             0.67946,             0.71247,             0.34928,            0.048474,            0.073008,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.047089,            0.079325,                   0,              0.7331,             0.68115,             0.71851,             0.35463,            0.048146,            0.072682,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.047426,            0.080047,                   0,             0.73157,              0.6781,             0.71773,             0.35325,             0.04853,            0.072912,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.046996,            0.080379,                   0,             0.73326,             0.67708,             0.71102,             0.35175,            0.048516,            0.073215,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.046662,            0.078581,                   0,             0.74602,             0.67368,             0.72166,             0.35507,            0.048366,            0.072983,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.046507,            0.078795,                   0,             0.74057,             0.67334,             0.72721,             0.35994,            0.048409,            0.072173,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.046336,            0.077065,                   0,             0.73103,             0.67708,             0.72198,             0.35564,             0.04885,            0.072515,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.046215,            0.077915,                   0,             0.73636,             0.67165,             0.72188,             0.35636,            0.049079,            0.072839,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.047017,            0.081792,                   0,             0.73056,             0.67208,             0.72161,             0.35562,            0.049127,            0.072735,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.046916,            0.078768,                   0,             0.72771,             0.66995,             0.72035,             0.35433,            0.048962,            0.072594,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.046854,            0.079366,                   0,             0.72864,             0.68048,             0.71445,             0.35115,            0.048664,            0.073038,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.046602,            0.080518,                   0,             0.72488,             0.68262,             0.71079,             0.35184,            0.048814,             0.07329,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.047038,            0.079646,                   0,             0.72033,             0.68761,             0.71537,             0.35286,            0.048803,            0.073238,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.046801,            0.078714,                   0,             0.74297,             0.66859,             0.71731,             0.35473,            0.048728,            0.072903,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.046693,            0.079418,                   0,             0.75266,             0.65908,              0.7193,             0.35613,            0.048735,            0.072886,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.046492,            0.077112,                   0,              0.7423,             0.66927,             0.72458,              0.3569,             0.04872,            0.072256,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.046676,            0.078438,                   0,             0.72763,             0.67267,             0.71645,             0.35419,            0.048761,            0.072364,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.046177,            0.078024,                   0,             0.72417,             0.66684,             0.70733,             0.34907,            0.048781,             0.07303,                   0,            0.001288,            0.001288,            0.001288
                 266,             0.04684,            0.079963,                   0,             0.73049,             0.67538,             0.71425,             0.35178,            0.048757,            0.073268,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.046748,            0.079768,                   0,              0.7351,             0.68014,             0.72368,             0.35723,            0.048753,            0.072871,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.045586,            0.077736,                   0,             0.73933,             0.67127,             0.72677,             0.35992,            0.048405,             0.07283,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.045987,            0.079328,                   0,             0.73001,             0.68149,             0.72706,             0.35907,            0.048262,            0.072585,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.046283,            0.078688,                   0,             0.74825,              0.6747,             0.72901,             0.36075,            0.048347,            0.072759,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.047083,            0.077512,                   0,             0.74635,             0.67165,             0.72851,              0.3594,            0.048302,            0.072643,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.046507,            0.079334,                   0,             0.74372,             0.67368,             0.71985,             0.35554,            0.048408,            0.073152,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.046119,            0.077935,                   0,             0.71939,             0.68659,             0.71894,             0.35452,            0.048195,            0.072995,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.046197,            0.080335,                   0,             0.72241,              0.6928,              0.7276,             0.35844,            0.048072,            0.072366,                   0,            0.000991,            0.000991,            0.000991
                 275,             0.04667,            0.076792,                   0,             0.72455,              0.6781,             0.72181,             0.35765,            0.048199,            0.072585,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.046185,            0.079537,                   0,             0.72873,             0.67683,             0.71833,             0.35353,            0.048352,            0.073017,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.046246,            0.076965,                   0,             0.74237,             0.66828,             0.72136,             0.35628,            0.048311,            0.072989,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.046225,            0.077632,                   0,             0.75004,             0.66214,             0.72263,             0.35675,            0.048632,            0.073071,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.046492,            0.079783,                   0,             0.74628,             0.66419,             0.72018,             0.35648,             0.04864,            0.073079,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.046556,            0.078478,                   0,             0.74212,             0.66078,             0.72701,             0.35927,            0.048451,            0.072789,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.046471,            0.080674,                   0,             0.73942,             0.66486,             0.72309,             0.35821,            0.048519,            0.072892,                   0,             0.00076,             0.00076,             0.00076
                 282,             0.04619,            0.078605,                   0,             0.72633,              0.6747,             0.72201,              0.3576,            0.048873,            0.073038,                   0,            0.000727,            0.000727,            0.000727
                 283,             0.04621,            0.079906,                   0,             0.73826,             0.66995,             0.72196,             0.35784,             0.04887,            0.073033,                   0,            0.000694,            0.000694,            0.000694
